p_id2,start_year,season_days_injured,total_days_injured,season_minutes_played,season_games_played,season_matches_in_squad,total_minutes_played,total_games_played,dob,height_cm,weight_kg,nationality,work_rate,pace,physic,fifa_rating,position,age,bmi,work_rate_numeric,position_numeric,significant_injury_prev_season,cumulative_days_injured,season_days_injured_prev_season,target
186,2001,93,37,2044,20,19,28807,329,1970-07-05,180,56,Mumbai,Medium,96,98,56,Midfielder,35,27.192066566378408,2,3,1,418,0,1
187,2003,66,301,2887,12,36,46470,339,1970-07-06,176,50,Chennai,Medium,81,38,70,Goalkeeper,35,25.24729308485138,2,1,1,296,78,1
188,2011,74,124,2439,2,31,29216,213,1970-07-07,176,68,Chennai,High,67,39,95,Defender,26,21.00876393280451,1,1,0,522,24,0
189,2003,99,41,2487,25,33,26875,401,1970-07-08,159,91,Hyderabad,Low,66,42,96,Forward,39,19.92049798496822,3,2,0,261,6,0
190,2011,76,424,2946,5,6,126,0,1970-07-09,184,82,Chennai,Medium,76,47,53,Forward,28,27.33283339745546,2,4,0,486,88,1
191,2001,48,443,2373,36,33,44612,150,1970-07-10,160,51,Hyderabad,Low,43,42,98,Defender,24,23.667815527092216,3,1,0,595,84,1
192,2002,39,131,1056,26,35,7336,4,1970-07-11,174,88,Chennai,Medium,57,64,88,Midfielder,37,29.38389001163818,1,4,1,441,82,1
193,2022,65,372,2612,35,36,36685,460,1970-07-12,186,56,Bangalore,Medium,44,31,71,Goalkeeper,18,19.93465789190603,3,3,1,903,3,1
194,2001,2,236,277,5,3,41361,48,1970-07-13,181,93,Hyderabad,High,48,98,94,Defender,36,20.182934383768142,1,4,1,72,6,0
195,2014,3,339,2706,15,12,48327,153,1970-07-14,179,76,Bangalore,Medium,90,74,94,Goalkeeper,18,21.517202717378762,1,4,1,893,77,1
196,2001,99,345,605,2,42,7428,272,1970-07-15,159,51,Bangalore,High,58,31,71,Midfielder,39,19.498299138442867,2,1,0,544,21,0
197,2005,14,289,287,26,14,21862,176,1970-07-16,183,96,Mumbai,High,77,35,93,Goalkeeper,18,22.728581457493757,2,3,0,333,97,1
198,2009,6,190,2782,6,4,34152,205,1970-07-17,193,77,Delhi,High,39,36,72,Forward,26,21.349693648807293,1,3,0,846,38,1
199,2013,1,485,2987,21,4,42079,425,1970-07-18,155,66,Hyderabad,High,75,57,65,Goalkeeper,21,25.50645154835375,2,2,0,107,38,1
200,2024,33,32,1465,29,28,9629,313,1970-07-19,153,60,Bangalore,High,93,39,97,Goalkeeper,35,25.304912062031576,1,3,1,620,64,0
201,2017,30,67,2353,31,6,31746,241,1970-07-20,189,83,Hyderabad,Low,77,50,86,Goalkeeper,25,29.254976018395688,1,2,0,641,55,0
202,2005,79,351,240,6,24,5972,24,1970-07-21,192,62,Mumbai,Low,30,38,94,Midfielder,39,23.03992194792486,1,2,1,353,93,1
203,2009,53,153,1143,24,0,13989,457,1970-07-22,169,81,Bangalore,High,50,77,75,Defender,23,19.263031388764873,1,4,0,99,32,0
204,2004,94,324,1650,13,27,14754,181,1970-07-23,173,76,Bangalore,High,38,47,73,Forward,29,22.153755489292774,3,3,0,67,51,1
205,2016,33,347,2891,12,45,43594,347,1970-07-24,198,70,Chennai,Low,35,37,76,Goalkeeper,23,29.245987513041477,2,1,1,171,97,0
206,2014,39,128,2776,4,11,35558,281,1970-07-25,155,93,Chennai,Medium,76,65,78,Defender,29,29.176961098216694,3,2,0,385,93,1
207,2003,97,94,2010,26,13,26930,77,1970-07-26,193,97,Mumbai,Medium,80,85,74,Goalkeeper,30,29.429581795622052,2,4,0,508,76,1
208,2007,90,254,1296,17,15,6053,486,1970-07-27,186,52,Delhi,Low,95,35,51,Forward,29,24.222105901875654,2,4,0,459,10,1
209,2010,91,343,722,19,31,19498,61,1970-07-28,168,56,Mumbai,Medium,68,57,96,Forward,24,27.60247964237722,3,4,1,418,10,1
210,2023,45,250,2894,16,29,38776,0,1970-07-29,154,98,Chennai,Medium,70,70,93,Defender,22,21.05695723949845,1,1,0,226,97,0
211,2019,91,391,315,9,6,1317,188,1970-07-30,184,95,Hyderabad,Low,84,73,71,Defender,30,22.80804030900368,1,4,1,36,1,1
212,2022,58,128,1183,34,32,44570,383,1970-07-31,185,98,Chennai,Low,59,59,56,Goalkeeper,20,21.666116723017012,2,2,1,281,94,1
213,2009,94,495,994,19,14,47675,74,1970-08-01,173,64,Hyderabad,Low,40,31,69,Defender,20,29.62861318243673,1,4,1,418,31,1
214,2019,75,393,1495,26,3,18344,132,1970-08-02,167,68,Chennai,Low,48,72,53,Midfielder,24,23.679252597008592,2,1,1,312,84,1
215,2002,84,71,2220,24,44,10197,271,1970-08-03,150,56,Bangalore,High,40,51,62,Forward,32,26.535262864425796,3,1,0,599,76,0
216,2013,0,365,1620,4,14,5779,18,1970-08-04,188,69,Bangalore,Low,95,59,51,Midfielder,39,22.257734357581512,3,2,0,216,77,1
217,2020,31,493,947,34,2,14232,481,1970-08-05,189,61,Bangalore,High,79,40,67,Forward,35,26.800543188673508,2,3,0,758,90,1
218,2000,55,356,2373,26,20,26468,283,1970-08-06,169,89,Mumbai,High,85,30,84,Forward,18,19.648953702943565,2,1,0,458,34,1
219,2001,37,437,361,33,5,11518,398,1970-08-07,167,64,Chennai,Low,52,65,83,Forward,35,20.786045135847253,1,2,1,173,36,0
220,2009,37,168,2462,34,18,31926,450,1970-08-08,189,94,Mumbai,High,54,57,89,Forward,37,20.244380996040135,3,4,0,532,1,1
221,2016,86,63,735,0,25,45343,318,1970-08-09,184,85,Chennai,High,48,70,77,Midfielder,30,24.68843670876948,1,3,0,639,38,1
222,2001,1,172,1704,22,44,16129,293,1970-08-10,180,77,Mumbai,Low,65,87,91,Defender,24,23.113599037010164,3,4,1,616,35,0
223,2017,77,420,2738,11,13,47149,446,1970-08-11,195,79,Delhi,Medium,38,51,67,Goalkeeper,31,20.479150831899304,2,3,0,61,31,1
224,2018,30,304,2082,28,41,22280,462,1970-08-12,196,60,Delhi,Low,63,32,63,Midfielder,19,20.65230375094167,3,2,0,21,26,1
225,2006,70,292,263,36,36,42393,123,1970-08-13,185,87,Chennai,High,97,75,92,Goalkeeper,27,19.45949307837185,2,3,0,541,93,0
226,2005,51,371,62,12,25,4187,233,1970-08-14,199,60,Mumbai,Medium,35,84,68,Goalkeeper,22,20.654524081859776,3,2,1,241,19,1
227,2006,2,479,1904,6,34,23183,186,1970-08-15,175,90,Delhi,Medium,95,58,76,Defender,36,26.116159240361352,2,2,0,324,11,0
228,2005,80,293,1317,21,31,31887,164,1970-08-16,158,93,Chennai,Low,58,61,66,Forward,35,20.026816725008878,2,1,0,57,0,1
229,2010,38,476,2485,19,21,46754,214,1970-08-17,184,91,Mumbai,Medium,84,63,72,Forward,33,24.736425094967675,3,3,0,470,41,1
230,2019,87,162,1285,34,29,45792,323,1970-08-18,177,98,Hyderabad,Medium,33,97,54,Forward,20,23.675616823406777,1,4,1,469,28,0
231,2017,52,343,2973,29,19,23931,186,1970-08-19,174,83,Chennai,Medium,34,74,78,Forward,26,21.014076285591567,3,4,0,625,95,1
232,2022,86,399,1129,6,19,17528,465,1970-08-20,191,68,Bangalore,High,85,54,92,Midfielder,18,27.87102198553305,2,3,1,255,0,1
233,2010,4,213,1283,9,4,5757,145,1970-08-21,155,72,Chennai,Low,44,75,91,Forward,34,20.99672386802347,3,4,0,844,35,0
234,2024,44,213,921,34,25,20065,153,1970-08-22,155,50,Mumbai,Medium,53,60,66,Goalkeeper,38,21.70095945106436,1,1,1,513,98,1
235,2013,5,99,781,17,49,972,119,1970-08-23,178,91,Hyderabad,Low,80,54,86,Goalkeeper,24,22.287768330663923,1,1,0,114,37,1
236,2013,96,340,1011,14,18,219,220,1970-08-24,174,94,Mumbai,Medium,95,97,91,Defender,30,24.45227269768358,2,4,0,591,84,0
237,2013,74,39,67,20,18,20656,98,1970-08-25,163,52,Bangalore,Low,40,85,71,Midfielder,34,19.477522957383112,2,3,1,351,28,0
238,2001,64,241,368,19,8,9658,349,1970-08-26,159,83,Mumbai,High,55,32,84,Midfielder,21,19.58480472991814,2,2,1,521,94,1
239,2022,27,0,829,25,27,42881,317,1970-08-27,156,89,Mumbai,High,86,43,94,Goalkeeper,38,19.685483020033207,1,4,0,730,70,0
240,2024,0,419,1699,16,7,12935,39,1970-08-28,151,81,Delhi,High,59,73,85,Defender,30,25.106031942548725,3,2,1,826,23,1
241,2018,76,17,2058,26,31,16413,454,1970-08-29,154,93,Delhi,High,52,94,97,Midfielder,34,25.6320191989346,2,4,1,674,59,0
242,2023,73,134,468,15,11,840,454,1970-08-30,150,59,Chennai,High,83,95,81,Midfielder,19,26.45697391340539,3,1,1,394,90,1
243,2014,63,67,1828,10,30,3423,481,1970-08-31,157,60,Delhi,High,80,38,83,Midfielder,22,23.82019958799471,2,4,0,953,29,0
244,2016,7,231,373,2,0,15773,444,1970-09-01,154,66,Hyderabad,Low,95,78,62,Defender,37,25.164775833827164,2,3,1,781,3,0
245,2013,96,186,2808,28,1,30304,341,1970-09-02,175,50,Delhi,High,94,78,72,Goalkeeper,23,25.941730152544118,1,1,1,601,12,0
246,2005,97,203,634,0,8,46349,225,1970-09-03,174,76,Mumbai,Low,62,76,57,Goalkeeper,33,21.65707749910074,1,3,1,314,2,1
247,2021,67,11,2188,3,47,5577,232,1970-09-04,157,54,Mumbai,Low,46,44,86,Forward,33,29.930168473085,1,3,0,118,89,0
248,2019,3,247,1849,20,44,13353,382,1970-09-05,160,68,Mumbai,High,62,83,75,Defender,23,29.995619600535623,3,3,0,774,8,1
249,2007,45,304,1969,26,33,7630,49,1970-09-06,172,63,Hyderabad,High,68,97,87,Defender,27,22.193747263002344,2,2,0,596,9,1
250,2001,36,423,906,35,16,10010,212,1970-09-07,152,91,Delhi,Low,97,42,51,Midfielder,19,19.95390572323401,3,3,1,558,5,0
251,2015,0,404,30,3,42,45628,119,1970-09-08,162,58,Mumbai,Medium,65,74,50,Midfielder,39,27.46242439017133,2,3,1,459,83,0
252,2012,25,401,2541,25,31,44713,345,1970-09-09,179,94,Chennai,Medium,47,46,93,Midfielder,22,18.973890819448158,1,2,0,437,22,1
253,2003,31,477,1748,30,1,34967,189,1970-09-10,163,78,Mumbai,High,53,79,84,Defender,37,29.932318790518714,1,4,1,48,58,1
254,2005,58,33,656,31,24,15514,231,1970-09-11,191,94,Bangalore,High,52,62,82,Midfielder,39,27.504539148809876,1,2,0,301,39,0
255,2018,35,264,18,22,18,15755,176,1970-09-12,169,65,Hyderabad,Medium,83,40,92,Defender,34,20.977478397359807,3,3,0,778,23,0
256,2021,25,259,2170,30,32,47603,197,1970-09-13,150,84,Hyderabad,High,37,41,89,Goalkeeper,37,23.048205419777762,2,3,1,126,81,1
257,2012,15,4,2952,29,35,36355,311,1970-09-14,188,67,Mumbai,Medium,79,57,82,Forward,19,26.833459099663713,3,3,1,167,20,0
258,2001,89,85,1899,27,1,10843,231,1970-09-15,192,64,Chennai,Medium,74,36,82,Goalkeeper,33,23.71009808837621,1,1,0,91,85,0
259,2005,47,249,470,20,0,3251,193,1970-09-16,183,90,Delhi,High,79,30,55,Forward,38,22.593322026695287,1,1,0,691,27,0
260,2004,77,112,1319,19,21,35583,419,1970-09-17,158,95,Hyderabad,Low,65,79,70,Defender,20,28.7206398157565,1,2,1,936,79,1
261,2000,43,72,1627,3,27,48041,196,1970-09-18,180,64,Mumbai,High,83,47,69,Forward,38,26.932987508809966,1,3,1,57,8,1
262,2024,28,305,1080,10,40,47962,15,1970-09-19,198,70,Chennai,Medium,98,95,83,Defender,34,26.480563055377694,3,4,0,271,14,1
263,2009,33,74,850,28,40,13509,4,1970-09-20,159,83,Bangalore,Low,63,37,82,Goalkeeper,24,29.633364103417943,2,3,1,866,52,0
264,2024,2,222,444,9,30,16835,75,1970-09-21,188,91,Mumbai,Medium,67,41,85,Defender,24,19.55864443434368,1,3,0,622,16,0
265,2020,96,412,2972,33,14,32072,407,1970-09-22,193,95,Chennai,Medium,35,46,78,Forward,30,29.66076204392288,3,3,0,804,44,1
266,2009,72,437,2302,20,20,9547,21,1970-09-23,153,85,Bangalore,High,73,48,78,Midfielder,32,20.218139846816467,1,2,1,146,10,0
267,2004,90,47,766,2,17,12794,364,1970-09-24,165,79,Mumbai,Low,47,70,72,Forward,29,18.80620809434998,3,4,0,877,34,1
268,2023,27,475,1743,36,39,576,285,1970-09-25,181,86,Mumbai,High,59,42,79,Midfielder,33,28.247451363294438,3,2,0,506,67,1
269,2006,13,460,1178,10,20,24842,439,1970-09-26,190,76,Bangalore,High,73,93,80,Forward,27,29.553803761193166,1,2,1,90,37,1
270,2000,90,485,2601,29,27,23558,134,1970-09-27,196,62,Delhi,Low,53,56,80,Forward,30,21.020860422151173,2,2,1,774,33,0
271,2005,36,362,726,22,22,23565,244,1970-09-28,159,56,Chennai,Medium,94,68,97,Goalkeeper,19,20.444072768417552,1,3,1,539,71,1
272,2008,90,59,898,37,19,11130,256,1970-09-29,174,87,Delhi,High,38,60,92,Forward,18,20.98751753982674,2,1,1,315,78,1
273,2002,80,57,925,25,39,16326,370,1970-09-30,192,75,Bangalore,Low,40,43,77,Goalkeeper,19,27.10262581427986,3,4,1,332,41,1
274,2020,34,93,976,13,29,36876,174,1970-10-01,157,63,Chennai,Low,78,53,72,Midfielder,20,20.841839141511976,2,1,1,731,12,1
275,2007,11,31,937,29,24,28574,456,1970-10-02,175,94,Hyderabad,High,47,89,93,Midfielder,24,20.82451452943482,2,4,0,138,91,0
276,2024,65,315,1757,0,27,33773,64,1970-10-03,170,68,Chennai,Low,46,76,57,Midfielder,24,24.629755867210708,2,1,0,234,25,0
277,2009,51,371,2684,12,31,41434,44,1970-10-04,154,93,Delhi,Medium,62,91,78,Goalkeeper,29,21.073208537198425,3,2,1,710,26,1
278,2010,43,264,2132,30,45,14516,223,1970-10-05,155,93,Hyderabad,High,92,64,93,Defender,38,25.253610878156348,3,4,1,836,48,0
279,2003,63,65,1888,30,34,12702,181,1970-10-06,158,61,Bangalore,Low,82,84,89,Defender,24,22.3813390599584,3,1,0,579,2,1
280,2023,4,370,275,25,38,6543,224,1970-10-07,165,52,Chennai,Low,97,47,96,Midfielder,19,25.479972044887468,3,1,0,619,82,1
281,2004,47,342,2375,35,12,44068,15,1970-10-08,190,72,Bangalore,Low,64,86,86,Forward,25,23.57449665350873,2,2,0,117,85,1
282,2012,7,206,2359,16,43,44224,258,1970-10-09,170,57,Chennai,Medium,47,89,67,Defender,25,20.959197142600743,3,2,1,768,55,0
283,2024,99,3,614,20,47,18589,144,1970-10-10,191,93,Bangalore,High,47,97,65,Midfielder,39,21.840921656936853,3,1,0,0,28,0
284,2007,60,229,460,5,40,41364,479,1970-10-11,160,81,Chennai,High,93,77,84,Defender,36,25.94625498050153,1,3,0,605,76,0
285,2017,15,23,484,0,9,39106,361,1970-10-12,179,77,Bangalore,Medium,38,88,96,Midfielder,39,25.975753659105113,1,4,1,668,27,1
286,2019,26,280,1490,5,32,38615,6,1970-10-13,173,73,Bangalore,High,48,38,62,Forward,33,28.031588055158636,3,3,0,846,36,0
287,2010,79,324,1370,9,12,48926,74,1970-10-14,184,86,Mumbai,High,37,33,73,Forward,20,19.48327593651447,3,3,0,118,29,0
288,2000,10,135,1588,5,13,18660,423,1970-10-15,193,84,Delhi,High,47,40,71,Goalkeeper,37,25.775545995871962,3,1,1,230,34,1
289,2006,29,406,2566,20,10,15502,190,1970-10-16,187,64,Mumbai,Low,67,51,64,Defender,30,19.3961311133282,2,1,0,51,45,0
290,2023,90,259,2036,3,2,32699,274,1970-10-17,154,54,Mumbai,Medium,90,55,67,Defender,23,22.913478229878397,2,4,1,81,27,0
291,2020,72,238,2549,30,6,44092,202,1970-10-18,160,53,Mumbai,High,48,70,54,Midfielder,33,28.836639945443387,3,2,1,244,24,1
292,2021,20,230,511,14,41,30245,271,1970-10-19,155,83,Delhi,Low,62,30,81,Goalkeeper,30,20.20169204925073,1,2,0,887,34,0
293,2015,53,321,567,33,14,39973,316,1970-10-20,152,60,Bangalore,Low,62,84,76,Goalkeeper,37,27.570190886681786,3,1,1,437,60,0
294,2009,98,340,2428,8,33,9062,20,1970-10-21,178,90,Chennai,Medium,57,82,76,Defender,22,21.665595594256576,1,4,1,909,14,1
295,2015,7,392,1002,25,49,22502,53,1970-10-22,182,69,Hyderabad,High,54,82,56,Goalkeeper,31,27.00867403558083,2,1,0,746,85,1
296,2005,41,313,1647,20,12,37079,85,1970-10-23,183,56,Bangalore,Low,61,73,90,Midfielder,21,28.754795091341176,2,1,0,789,73,1
297,2018,22,286,998,32,6,40698,466,1970-10-24,164,71,Delhi,Medium,98,89,65,Midfielder,35,20.69543104870766,2,3,0,921,17,1
298,2001,78,161,233,20,42,49007,268,1970-10-25,194,99,Mumbai,Low,80,77,95,Defender,25,27.767496727100074,3,3,0,281,56,0
299,2004,15,325,640,22,12,44093,306,1970-10-26,155,91,Bangalore,High,89,49,75,Defender,28,21.446242248455242,2,1,1,680,0,1
300,2019,22,365,1186,35,48,11647,476,1970-10-27,171,54,Hyderabad,High,83,37,87,Forward,25,29.461029825083493,3,2,1,800,56,0
301,2019,99,472,1570,19,44,31583,399,1970-10-28,184,83,Bangalore,Medium,72,57,85,Forward,29,24.956856891384565,1,2,0,715,67,0
302,2000,63,486,1864,32,26,42034,408,1970-10-29,167,76,Bangalore,Low,95,82,80,Midfielder,25,21.339044554045305,2,3,1,927,60,1
303,2009,12,83,1979,33,35,27438,489,1970-10-30,177,56,Chennai,High,96,78,72,Forward,29,19.533118859727924,3,3,1,396,55,0
304,2004,89,314,93,5,47,30449,342,1970-10-31,194,72,Mumbai,Low,68,42,76,Goalkeeper,22,20.088621352483536,2,4,0,718,81,0
305,2019,89,94,961,33,11,43382,94,1970-11-01,150,98,Bangalore,Medium,62,67,72,Forward,33,22.939191289666994,2,3,0,452,19,0
306,2022,28,108,982,18,45,49681,61,1970-11-02,171,88,Hyderabad,High,41,60,57,Forward,19,28.592894414086416,2,2,1,20,12,1
307,2023,75,456,370,10,47,22556,91,1970-11-03,180,97,Chennai,Medium,64,52,97,Goalkeeper,24,25.46522216609278,3,3,1,331,62,1
308,2000,14,388,1093,28,27,23845,183,1970-11-04,163,93,Hyderabad,High,98,34,59,Midfielder,36,19.9838506328695,1,4,1,648,22,0
309,2020,83,498,417,22,24,4025,222,1970-11-05,193,81,Chennai,High,95,35,83,Midfielder,26,29.12440892979791,2,3,1,524,5,1
310,2019,40,261,1027,33,40,26920,129,1970-11-06,170,83,Chennai,Medium,40,59,66,Defender,26,24.930864512972786,1,3,1,54,74,0
311,2023,88,222,2925,20,22,1715,470,1970-11-07,188,78,Hyderabad,Low,97,69,72,Midfielder,21,26.718654389275308,1,4,0,115,83,1
312,2002,28,426,2027,27,31,28491,118,1970-11-08,197,55,Hyderabad,High,67,69,71,Defender,20,24.49851879692917,1,2,1,250,81,1
313,2008,7,275,674,21,4,6254,431,1970-11-09,183,56,Bangalore,Low,65,91,92,Goalkeeper,38,26.147645397802215,2,3,0,856,52,1
314,2002,80,19,680,35,26,7839,278,1970-11-10,167,96,Mumbai,Low,40,53,77,Defender,29,25.836770723332698,1,1,1,620,20,1
315,2018,16,496,1337,3,4,4822,425,1970-11-11,193,70,Mumbai,High,75,87,67,Defender,29,28.353777304235074,1,1,0,681,57,0
316,2009,65,452,2446,35,39,4890,412,1970-11-12,168,99,Delhi,Medium,54,89,70,Defender,31,22.69013665014632,2,3,1,877,54,1
317,2017,84,450,242,34,32,41260,173,1970-11-13,178,86,Mumbai,Low,68,81,55,Midfielder,21,26.579655983582917,1,3,0,38,62,0
318,2021,72,431,720,34,30,39170,228,1970-11-14,178,79,Hyderabad,High,52,38,74,Forward,35,27.378448933779637,3,3,1,106,82,1
319,2004,75,456,1180,27,13,31066,161,1970-11-15,159,80,Chennai,Medium,54,45,55,Midfielder,38,22.06268240330878,2,2,0,268,86,1
320,2015,21,94,962,19,36,14511,39,1970-11-16,165,56,Mumbai,High,39,47,50,Defender,33,24.860346754096344,2,4,0,481,40,0
321,2003,12,424,584,14,24,10965,36,1970-11-17,174,97,Hyderabad,Low,41,41,86,Forward,37,28.085384001221456,1,3,1,490,59,1
322,2023,35,411,2080,17,33,8158,337,1970-11-18,155,83,Hyderabad,Medium,46,84,97,Defender,28,25.475691717577888,3,3,1,663,32,0
323,2018,13,483,1930,28,43,7475,156,1970-11-19,164,93,Chennai,Low,96,83,68,Midfielder,18,22.079815841881484,3,2,1,13,98,1
324,2000,10,318,246,30,13,28557,296,1970-11-20,155,94,Chennai,High,56,52,55,Defender,30,27.39744241511898,3,2,0,637,5,0
325,2007,88,392,2298,36,48,20797,232,1970-11-21,168,50,Mumbai,High,97,87,78,Midfielder,39,23.34454543675229,1,3,1,934,94,0
326,2016,98,30,2312,7,26,4005,48,1970-11-22,156,64,Hyderabad,Medium,43,98,70,Midfielder,39,19.668157249724707,2,1,0,350,47,0
327,2021,95,450,2561,20,48,5708,451,1970-11-23,185,52,Hyderabad,High,30,66,97,Defender,38,20.430179375722716,1,4,0,475,99,0
328,2022,17,310,1900,26,7,31436,230,1970-11-24,180,87,Hyderabad,Low,78,92,88,Forward,26,28.18620772136638,1,2,1,383,65,1
329,2014,19,413,49,35,12,46652,281,1970-11-25,188,61,Hyderabad,High,38,51,87,Midfielder,20,29.215273264926587,3,4,0,932,20,0
330,2009,69,44,256,24,9,28728,54,1970-11-26,179,91,Delhi,Low,85,38,77,Defender,20,25.50299278139844,3,1,1,926,4,1
331,2010,9,146,1426,18,10,651,175,1970-11-27,175,79,Mumbai,High,34,38,66,Goalkeeper,29,21.37892549748198,2,1,1,924,82,0
332,2016,20,244,1500,23,5,32790,114,1970-11-28,169,62,Chennai,High,79,86,66,Goalkeeper,33,29.513906317116735,3,4,1,959,42,0
333,2021,38,145,759,9,0,49112,434,1970-11-29,150,60,Mumbai,Medium,53,87,64,Forward,34,21.442570813510372,3,2,0,178,34,0
334,2023,43,149,1411,14,24,3343,3,1970-11-30,189,83,Chennai,Low,41,96,96,Forward,27,24.17769537748641,2,3,0,214,79,1
335,2021,20,146,183,13,20,42889,199,1970-12-01,194,52,Chennai,Medium,34,95,97,Goalkeeper,31,23.348151639391325,2,4,0,292,26,0
336,2009,8,73,1521,0,36,29295,229,1970-12-02,153,56,Hyderabad,High,97,38,72,Defender,36,25.2661745549143,3,1,0,344,8,1
337,2005,91,159,1606,4,20,47265,483,1970-12-03,182,97,Delhi,Medium,65,54,83,Goalkeeper,32,20.182051008866953,3,2,1,944,95,0
338,2007,54,272,2722,36,23,3119,31,1970-12-04,194,79,Bangalore,High,71,58,91,Midfielder,31,21.39873612206131,3,1,1,20,73,1
339,2017,92,462,2702,9,40,17446,100,1970-12-05,151,55,Delhi,Low,35,77,83,Midfielder,19,28.73399243052001,3,1,0,254,13,1
340,2024,70,166,175,4,15,24031,341,1970-12-06,158,58,Hyderabad,Low,89,51,93,Defender,24,26.054473367709797,1,1,0,594,24,1
341,2021,12,490,201,8,28,39015,235,1970-12-07,180,85,Bangalore,Low,86,77,80,Defender,19,26.236689414049536,1,2,1,806,93,0
342,2023,65,6,2904,6,16,20380,46,1970-12-08,158,70,Hyderabad,Medium,64,51,64,Defender,38,22.520616897443215,1,3,1,532,16,1
343,2020,7,42,1373,33,28,1589,67,1970-12-09,178,61,Hyderabad,Medium,68,46,81,Defender,18,23.012497134239688,3,4,1,379,64,1
344,2004,83,159,2106,5,44,26424,398,1970-12-10,199,62,Hyderabad,High,76,56,72,Defender,35,27.610760792218592,2,3,1,930,72,1
345,2023,52,498,1142,22,13,14088,124,1970-12-11,186,58,Mumbai,Low,48,50,64,Goalkeeper,29,20.141562803057383,1,4,0,955,39,1
346,2021,34,242,2143,35,11,31347,461,1970-12-12,180,67,Mumbai,Low,68,82,79,Midfielder,39,18.572607446611485,2,2,1,197,40,1
347,2024,92,440,37,5,47,14014,450,1970-12-13,189,80,Delhi,Medium,47,85,88,Forward,18,20.308864162073913,1,2,0,229,18,1
348,2000,77,495,1342,25,33,47266,47,1970-12-14,182,55,Hyderabad,High,39,44,69,Defender,39,21.871193724514722,3,3,1,516,29,0
349,2012,49,12,2036,24,16,47878,123,1970-12-15,196,97,Delhi,Low,71,80,65,Defender,26,21.92103839536975,3,4,0,159,25,1
350,2018,25,411,2051,36,1,3074,396,1970-12-16,183,85,Hyderabad,High,79,74,90,Forward,38,20.46090680480762,3,1,1,575,64,0
351,2009,70,443,1319,13,11,3630,225,1970-12-17,165,81,Hyderabad,Medium,67,38,76,Goalkeeper,20,23.222979463681035,3,4,1,713,84,1
352,2009,26,439,1606,11,36,38398,138,1970-12-18,194,90,Chennai,Low,41,77,86,Midfielder,21,21.07131800685458,2,2,1,739,41,1
353,2021,61,308,2818,8,38,16226,178,1970-12-19,174,53,Mumbai,High,74,62,92,Goalkeeper,33,29.66038540865974,1,3,0,686,94,1
354,2004,31,77,1456,5,34,30955,96,1970-12-20,196,64,Mumbai,High,85,42,52,Midfielder,31,22.53391614643789,2,2,0,880,53,1
355,2004,89,117,2646,7,17,29418,283,1970-12-21,156,64,Hyderabad,Low,59,85,76,Midfielder,30,24.285525462472577,3,4,0,808,18,1
356,2016,84,45,269,18,38,44203,224,1970-12-22,161,61,Chennai,Low,62,31,54,Midfielder,39,29.005361160228947,3,3,0,79,49,1
357,2000,4,356,1574,15,25,34811,390,1970-12-23,152,53,Chennai,High,76,43,68,Midfielder,33,22.948060410841943,2,2,0,356,91,0
358,2003,53,121,370,12,6,46919,148,1970-12-24,193,82,Delhi,High,68,86,94,Defender,38,24.3610642686816,1,3,1,282,68,1
359,2004,80,180,1915,26,42,22217,452,1970-12-25,162,64,Mumbai,Low,57,61,80,Midfielder,25,22.67153517615611,1,4,1,84,23,1
360,2015,68,79,2864,31,24,9046,457,1970-12-26,152,75,Hyderabad,High,98,56,54,Forward,29,29.225529294831794,1,2,1,220,56,0
361,2021,53,76,1750,29,21,19638,358,1970-12-27,161,70,Bangalore,High,98,48,61,Midfielder,21,27.201155902520902,2,1,0,530,97,0
362,2003,74,377,193,14,39,36173,323,1970-12-28,174,64,Hyderabad,Low,87,73,63,Defender,20,28.340344647538572,2,1,1,115,10,0
363,2021,33,86,1314,18,32,45840,351,1970-12-29,150,91,Hyderabad,Medium,36,30,92,Midfielder,35,24.744299104374843,2,3,0,498,16,0
364,2009,18,330,2236,15,30,24373,338,1970-12-30,167,52,Bangalore,Low,38,32,64,Midfielder,33,23.269021019229303,3,1,1,58,92,0
365,2000,26,351,206,24,49,41844,238,1970-12-31,175,75,Mumbai,High,70,46,59,Defender,18,25.942309294119518,3,1,0,853,55,1
366,2020,74,374,2212,35,48,14559,137,1971-01-01,186,72,Chennai,Low,70,39,57,Defender,30,25.02399444639982,2,3,0,413,70,1
367,2001,61,313,2089,31,1,12688,203,1971-01-02,182,65,Delhi,Medium,97,82,92,Forward,35,21.397546522267458,3,2,0,156,7,1
